level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2550	3509	-1	
2	1	1	0	0	0	130	223	2093	38	-1	
3	1	1	1	0	0	130	223	2093	38	-1	
4	1	1	1	1	0	130	223	2093	38	-1	
5	1	1	1	1	1	130	225	55	30	96.321426	No.
5	1	1	1	1	2	201	225	42	30	61.143681	20
5	1	1	1	1	3	254	243	12	4	61.143681	-
5	1	1	1	1	4	295	225	147	30	95.833839	Vendredi
5	1	1	1	1	5	454	225	42	30	97.010353	29
5	1	1	1	1	6	505	226	127	30	96.335899	Janvier
5	1	1	1	1	7	642	225	82	30	96.335899	2016
5	1	1	1	1	8	938	230	54	27	96.833061	<<
5	1	1	1	1	9	1008	223	61	34	95.875786	LE
5	1	1	1	1	10	1083	223	262	35	93.727867	MONITEUR
5	1	1	1	1	11	1361	231	55	26	95.975502	>>
5	1	1	1	1	12	2186	231	37	30	96.978363	13
2	1	2	0	0	0	130	262	2094	11	-1	
3	1	2	1	0	0	130	262	2094	11	-1	
4	1	2	1	1	0	130	262	2094	11	-1	
5	1	2	1	1	1	130	262	2094	11	95.000000	 
2	1	3	0	0	0	129	273	2095	18	-1	
3	1	3	1	0	0	129	273	2095	18	-1	
4	1	3	1	1	0	129	273	2095	18	-1	
5	1	3	1	1	1	129	273	2095	18	95.000000	 
2	1	4	0	0	0	458	346	1764	93	-1	
3	1	4	1	0	0	458	346	1764	93	-1	
4	1	4	1	1	0	458	346	1764	42	-1	
5	1	4	1	1	1	458	346	28	35	89.947205	f)
5	1	4	1	1	2	533	346	175	40	88.961250	Simplifier
5	1	4	1	1	3	723	346	45	30	96.241821	les
5	1	4	1	1	4	783	347	190	39	96.203888	procédures
5	1	4	1	1	5	987	347	274	35	96.463577	administratives,
5	1	4	1	1	6	1275	356	41	22	96.581825	en
5	1	4	1	1	7	1330	348	151	30	96.501251	accroître
5	1	4	1	1	8	1497	348	28	30	96.730095	la
5	1	4	1	1	9	1539	353	218	35	96.730095	transparence
5	1	4	1	1	10	1772	354	29	25	96.731316	et
5	1	4	1	1	11	1817	348	155	32	96.087265	favoriser
5	1	4	1	1	12	1984	359	61	21	96.986465	une
5	1	4	1	1	13	2060	350	162	30	96.278748	meilleure
4	1	4	1	2	0	458	398	411	41	-1	
5	1	4	1	2	1	458	398	217	41	96.848549	participation
5	1	4	1	2	2	690	398	179	41	96.312340	citoyenne;
2	1	5	0	0	0	457	505	1764	94	-1	
3	1	5	1	0	0	457	505	1764	94	-1	
4	1	5	1	1	0	457	505	1764	44	-1	
5	1	5	1	1	1	457	509	35	36	92.963127	g)
5	1	5	1	1	2	531	505	190	32	96.210754	Contribuer
5	1	5	1	1	3	731	515	38	22	96.989365	au
5	1	5	1	1	4	782	506	265	41	96.694611	développement
5	1	5	1	1	5	1058	506	40	31	96.470764	de
5	1	5	1	1	6	1112	507	29	30	96.705811	la
