level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2550	3509	-1	
2	1	1	0	0	0	173	239	594	32	-1	
3	1	1	1	0	0	173	239	594	32	-1	
4	1	1	1	1	0	173	239	594	32	-1	
5	1	1	1	1	1	173	242	54	29	96.930496	No.
5	1	1	1	1	2	244	241	41	30	81.720100	20
5	1	1	1	1	3	298	258	10	4	74.705963	-
5	1	1	1	1	4	336	240	149	30	96.820198	Vendredi
5	1	1	1	1	5	497	240	41	30	96.673111	29
5	1	1	1	1	6	548	240	127	30	95.940544	Janvier
5	1	1	1	1	7	686	239	81	30	96.823608	2016
2	1	2	0	0	0	981	233	1281	36	-1	
3	1	2	1	0	0	981	233	1281	36	-1	
4	1	2	1	1	0	981	233	1281	36	-1	
5	1	2	1	1	1	981	242	55	26	96.841698	<<
5	1	2	1	1	2	1052	234	59	35	96.415993	LE
5	1	2	1	1	3	1127	233	261	36	95.756340	MONITEUR
5	1	2	1	1	4	1404	242	55	25	95.756340	>>
5	1	2	1	1	5	2225	235	37	30	95.946411	31
2	1	3	0	0	0	173	272	2094	10	-1	
3	1	3	1	0	0	173	272	2094	10	-1	
4	1	3	1	1	0	173	272	2094	10	-1	
5	1	3	1	1	1	173	272	2094	10	95.000000	 
2	1	4	0	0	0	172	283	2095	19	-1	
3	1	4	1	0	0	172	283	2095	19	-1	
4	1	4	1	1	0	172	283	2095	19	-1	
5	1	4	1	1	1	172	283	2095	19	95.000000	 
2	1	5	0	0	0	323	645	620	81	-1	
3	1	5	1	0	0	323	645	620	81	-1	
4	1	5	1	1	0	325	645	618	32	-1	
5	1	5	1	1	1	325	647	44	30	96.798538	La
5	1	5	1	1	2	380	646	141	31	96.561935	Ministre
5	1	5	1	1	3	533	646	18	30	96.349503	à
5	1	5	1	1	4	565	646	28	30	96.724007	la
5	1	5	1	1	5	604	645	167	31	96.104568	Condition
5	1	5	1	1	6	785	645	158	31	95.484749	Féminine
4	1	5	1	2	0	323	694	438	32	-1	
5	1	5	1	2	1	323	701	29	25	96.736450	et
5	1	5	1	2	2	365	703	58	22	96.769135	aux
5	1	5	1	2	3	437	694	103	31	96.240608	Droits
5	1	5	1	2	4	551	694	56	30	96.844887	des
5	1	5	1	2	5	619	694	142	30	96.223938	Femmes
2	1	6	0	0	0	324	1081	439	33	-1	
3	1	6	1	0	0	324	1081	439	33	-1	
4	1	6	1	1	0	324	1081	439	33	-1	
5	1	6	1	1	1	324	1084	44	30	96.949638	Le
5	1	6	1	1	2	380	1082	142	32	96.362991	Ministre
5	1	6	1	1	3	533	1082	40	32	96.680412	de
5	1	6	1	1	4	586	1082	28	31	96.138054	la
5	1	6	1	1	5	625	1081	138	32	95.944000	Défense
2	1	7	0	0	0	325	1436	755	49	-1	
3	1	7	1	0	0	325	1436	755	49	-1	
4	1	7	1	1	0	325	1436	755	49	-1	
5	1	7	1	1	1	325	1447	44	30	96.152542	Le
5	1	7	1	1	2	381	1446	142	31	96.509018	Ministre
5	1	7	1	1	3	534	1445	56	32	93.287643	des
5	1	7	1	1	4	603	1445	138	32	92.691971	Haïtiens
5	1	7	1	1	5	754	1445	114	31	96.578804	Vivant
5	1	7	1	1	6	879	1445	19	31	92.748581	à
5	1	7	1	1	7	910	1436	170	49	82.269470	l’Étranger
2	1	8	0	0	0	326	1856	873	42	-1	
3	1	8	1	0	0	326	1856	873	42	-1	
4	1	8	1	1	0	326	1856	873	42	-1	
5	1	8	1	1	1	326	1860	45	31	96.361938	Le
5	1	8	1	1	2	385	1859	147	32	96.250000	Ministre
5	1	8	1	1	3	547	1858	144	40	96.784889	Délégué
5	1	8	1	1	4	706	1858	113	40	96.907372	auprès
5	1	8	1	1	5	832	1858	42	31	96.880333	du
5	1	8	1	1	6	891	1857	137	32	96.542427	Premier
5	1	8	1	1	7	1042	1856	157	33	96.125076	Ministre,
2	1	9	0	0	0	325	1897	588	51	-1	
3	1	9	1	0	0	325	1897	588	51	-1	
4	1	9	1	1	0	325	1897	588	51	-1	
5	1	9	1	1	1	325	1908	125	40	96.945328	Chargé
5	1	9	1	1	2	464	1907	56	32	96.751282	des
5	1	9	1	1	3	533	1907	173	38	93.305550	Questions
5	1	9	1	1	4	720	1897	193	41	93.139053	Électorales
2	1	10	0	0	0	327	2248	550	33	-1	
3	1	10	1	0	0	327	2248	550	33	-1	
4	1	10	1	1	0	327	2248	550	33	-1	
5	1	10	1	1	1	327	2250	43	31	96.748947	Le
5	1	10	1	1	2	385	2249	140	32	95.704483	Ministre
5	1	10	1	1	3	539	2249	39	31	93.224434	de
5	1	10	1	1	4	594	2248	283	31	89.718597	l’Environnement
2	1	11	0	0	0	327	2589	640	89	-1	
3	1	11	1	0	0	327	2589	640	89	-1	
4	1	11	1	1	0	327	2589	640	40	-1	
5	1	11	1	1	1	327	2591	44	30	96.526176	Le
5	1	11	1	1	2	383	2589	140	32	96.425301	Ministre
5	1	11	1	1	3	535	2589	39	32	97.016739	de
5	1	11	1	1	4	587	2589	29	32	96.916855	la
5	1	11	1	1	5	626	2589	155	34	96.970169	Jeunesse,
5	1	11	1	1	6	795	2589	54	31	96.995949	des
5	1	11	1	1	7	862	2589	105	40	95.356926	Sports
4	1	11	1	2	0	327	2638	375	40	-1	
5	1	11	1	2	1	327	2644	30	26	97.010643	et
5	1	11	1	2	2	370	2639	37	30	97.010643	de
5	1	11	1	2	3	422	2638	136	31	0.000000	l'Action
5	1	11	1	2	4	571	2638	131	40	92.378777	Civique
2	1	12	0	0	0	329	2926	871	42	-1	
3	1	12	1	0	0	329	2926	871	42	-1	
4	1	12	1	1	0	329	2926	871	42	-1	
5	1	12	1	1	1	329	2930	44	30	96.412575	Le
5	1	12	1	1	2	389	2929	144	31	96.058304	Ministre
5	1	12	1	1	3	550	2928	143	40	96.567863	Délégué
5	1	12	1	1	4	708	2928	112	39	96.894722	auprès
5	1	12	1	1	5	835	2928	41	30	96.368355	du
5	1	12	1	1	6	894	2927	137	31	96.383919	Premier
5	1	12	1	1	7	1046	2926	154	33	96.440285	Ministre,
2	1	13	0	0	0	329	2975	789	85	-1	
3	1	13	1	0	0	329	2975	789	85	-1	
4	1	13	1	1	0	329	2975	789	42	-1	
5	1	13	1	1	1	329	2979	124	38	95.890068	Chargé
5	1	13	1	1	2	467	2978	56	30	96.669891	des
5	1	13	1	1	3	539	2977	217	39	96.256790	Programmes
5	1	13	1	1	4	772	2976	141	33	96.286064	sociaux,
5	1	13	1	1	5	927	2976	56	31	96.733200	des
5	1	13	1	1	6	999	2975	119	39	96.925468	Projets
4	1	13	1	2	0	329	3029	538	31	-1	
5	1	13	1	2	1	329	3036	27	24	96.433212	et
5	1	13	1	2	2	373	3029	166	31	96.433212	Chantiers
5	1	13	1	2	3	553	3029	41	30	96.865135	du
5	1	13	1	2	4	610	3029	257	30	95.823929	Gouvernement
2	1	14	0	0	0	1466	453	508	176	-1	
3	1	14	1	0	0	1466	453	508	176	-1	
4	1	14	1	1	0	1466	453	508	176	-1	
5	1	14	1	1	1	1466	453	508	176	6.602242	DRE
5	1	14	1	1	2	1880	449	97	193	0.000000	te
2	1	15	0	0	0	1477	670	415	53	-1	
3	1	15	1	0	0	1477	670	415	53	-1	
4	1	15	1	1	0	1477	670	415	53	-1	
5	1	15	1	1	1	1477	691	155	32	93.285728	Gabrielle
5	1	15	1	1	2	1646	670	246	52	90.035095	HYACINTHE
2	1	16	0	0	0	1492	1078	311	32	-1	
3	1	16	1	0	0	1492	1078	311	32	-1	
4	1	16	1	1	0	1492	1078	311	32	-1	
5	1	16	1	1	1	1492	1080	98	30	90.781250	Lener
5	1	16	1	1	2	1600	1078	203	32	90.143898	RENAULD
2	1	17	0	0	0	1558	1144	278	293	-1	
3	1	17	1	0	0	1558	1144	278	293	-1	
4	1	17	1	1	0	1558	1144	278	293	-1	
5	1	17	1	1	1	1558	1144	278	293	65.653778	)p
2	1	18	0	0	0	1507	1442	372	31	-1	
3	1	18	1	0	0	1507	1442	372	31	-1	
4	1	18	1	1	0	1507	1442	372	31	-1	
5	1	18	1	1	1	1507	1443	113	30	93.290756	Robert
5	1	18	1	1	2	1633	1442	246	31	91.366692	LABROUSSE
2	1	19	0	0	0	1500	1903	436	32	-1	
3	1	19	1	0	0	1500	1903	436	32	-1	
4	1	19	1	1	0	1500	1903	436	32	-1	
